items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Salaries and wages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Repairs,15.952381,0.504309,0.269971,0.321721,0.023393,1.601739,0.918741,0.740512,1.770049,2.441923,1.127488,0.210993,0.129994,0.060737,0.123052,0.318475,0.286038,0.936994,0.124647,0.555874,0.088636,0.770186,0.436549,0.257186,0.629747
Bad debts,6.033672,0.008355,0.018207,0.016386,0.003902,0.596346,0.478283,0.350105,1.202085,0.745049,0.106651,0.127484,0.538014,0.014656,0.038803,0.051471,0.041138,0.273531,0.455633,0.472776,0.027545,0.184483,0.039188,0.019068,0.136989
Rent paid on business property,68.119307,1.285203,0.162423,0.517339,0.079247,6.476113,4.056836,2.500049,6.296047,12.659512,4.045532,0.880412,0.677537,0.612019,0.946199,1.547714,0.840408,6.259101,0.095285,2.174816,0.50819,4.527804,1.301678,0.334992,3.641211
Taxes paid,56.696491,0.394552,0.179135,0.569329,0.056399,7.006984,4.634561,2.989453,6.377882,8.180978,1.98591,0.867732,0.486755,0.467449,0.697669,0.916952,0.314288,5.724188,0.309207,4.058958,0.282906,3.300321,0.928337,0.787003,2.029446
Interest paid,32.177,0.409901,0.100472,0.346089,0.040781,2.62521,2.188618,1.425949,3.169528,4.059351,0.691223,0.386797,2.688428,0.252378,0.208089,3.641754,0.355131,0.960443,4.435748,0.614204,0.04522,0.900643,0.346827,0.728221,0.543844
Amortization,3.948783,0.010931,0.006694,0.024352,0.004564,0.174539,0.197313,0.161001,0.554393,0.404441,0.063436,0.416685,0.075143,0.153673,0.121464,0.311258,0.008643,0.226912,0.114785,0.116794,0.011846,0.194977,0.123234,0.055682,0.145957
Depreciation,42.219927,0.897207,0.415657,0.923006,0.091838,6.040787,5.526099,3.757127,3.936356,4.683692,2.59175,1.009882,0.235947,0.182147,0.234339,0.522011,1.723539,1.849762,0.296617,1.495418,0.152659,1.204951,0.853432,0.620033,1.034767
Depletion,0.21069,0.002505,0.00065,0.147737,0.0,0.016062,0.013987,0.003767,0.008077,0.002209,0.000429,0.000111,7e-06,0.0,0.0,4.8e-05,0.0,2.2e-05,0.001627,0.000227,0.0,0.000127,0.0,0.0,0.000527
Advertising,26.626796,0.085105,0.038027,0.029556,0.018411,1.262195,1.652295,2.049599,2.635632,8.63624,0.131131,0.54455,0.378042,0.121644,0.249939,0.929626,0.119166,1.894252,0.087771,0.832299,0.412058,0.821659,0.378125,0.190355,1.125725
"Pension, profit sharing, stock, annuity",11.544197,0.035389,0.049992,0.058282,0.013468,1.753027,1.12988,0.590731,1.288057,0.927643,0.226174,0.249204,0.074249,0.24973,0.316861,0.221061,0.021924,2.26032,0.078098,0.261545,0.024775,1.19834,0.162621,0.030232,0.173241
Employee benefit programs,23.905433,0.194413,0.067347,0.175099,0.021341,4.120037,3.267949,1.552052,2.381557,3.087971,0.904253,0.397107,0.175129,0.190342,0.370333,0.311044,0.091364,2.302459,0.190937,1.342318,0.067232,1.110206,0.12676,0.127377,0.675901
"Net loss, noncapital assets",0.296357,0.011277,0.000194,0.002131,0.0,0.044187,0.021201,0.013778,0.021626,0.015919,0.001277,0.005274,0.017587,0.026873,9.4e-05,0.019843,0.015152,0.011523,0.004571,0.022959,0.004283,0.030341,0.000692,0.000162,0.00099
Other deductions,540.887243,7.502083,2.796858,3.704412,0.396279,46.199669,28.790219,19.593933,55.667044,78.179104,20.08813,12.888957,8.299449,7.934288,10.959521,16.955621,3.106794,74.463684,2.903742,34.60412,3.454438,45.005381,8.264067,3.79269,18.993336
Total receipts less total deductions,206.807563,2.037461,0.874292,4.488351,0.363632,29.312023,17.672077,9.495196,21.142811,21.775152,3.833658,4.891337,3.747504,4.217305,4.165266,7.118128,1.402142,26.179649,5.448173,7.801012,0.894956,13.377445,3.563013,0.999105,5.111349
Net income,205.846678,2.026695,0.874115,4.474041,0.362979,29.231568,17.606086,9.462481,21.07337,21.741521,3.827237,4.849475,3.659193,4.187115,4.102356,7.104125,1.401203,26.153136,5.137167,7.766629,0.889869,13.373638,3.556353,0.997319,5.104203
